cluster,instance,timestamp,cpu_usage_percentage
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:08:00,11.33
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:09:00,16.03
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:10:00,14.9
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:11:00,11.69
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:12:00,8.93
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:13:00,3.0
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:14:00,1.6
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:15:00,28.76
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:16:00,25.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:17:00,10.65
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:18:00,28.7
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:19:00,20.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:20:00,14.48
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:21:00,14.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:22:00,2.5
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:23:00,2.75
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:24:00,18.07
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:25:00,16.61
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:26:00,6.38
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:27:00,28.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:28:00,23.44
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:29:00,3.4
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:30:00,27.93
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:31:00,29.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:32:00,29.88
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:33:00,1.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:34:00,22.11
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:35:00,16.38
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:36:00,133.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:37:00,29.06
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:38:00,20.64
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:39:00,25.11
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:40:00,26.01
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:41:00,25.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:42:00,12.78
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:43:00,6.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:44:00,3.04
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:45:00,26.76
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:46:00,4.4
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:47:00,15.4
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:48:00,7.0
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:49:00,17.44
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:50:00,25.89
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:51:00,26.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:52:00,7.1
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:53:00,27.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:54:00,17.76
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:55:00,10.51
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:56:00,21.25
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:57:00,14.45
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:58:00,11.34
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 01:59:00,21.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:00:00,113.24
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:01:00,9.91
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:02:00,13.03
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:03:00,7.61
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:04:00,12.16
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:05:00,17.14
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:06:00,22.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:07:00,23.02
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:08:00,24.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:09:00,22.33
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:10:00,20.43
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:11:00,7.13
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:12:00,12.01
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:13:00,14.33
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:14:00,2.49
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:15:00,15.85
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:16:00,13.09
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:17:00,24.06
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:18:00,29.34
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:19:00,16.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:20:00,9.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:21:00,1.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:22:00,27.74
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:23:00,27.57
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:24:00,7.59
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:25:00,20.86
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:26:00,2.26
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:27:00,107.51
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:28:00,6.5
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:29:00,8.83
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:30:00,29.87
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:31:00,20.91
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:32:00,11.53
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:33:00,22.11
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:34:00,27.46
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:35:00,28.76
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:36:00,1.74
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:37:00,11.84
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:38:00,3.2
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:39:00,10.07
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:40:00,5.09
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:41:00,19.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:42:00,11.65
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:43:00,6.88
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:44:00,7.98
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:45:00,10.81
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:46:00,7.8
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:47:00,13.6
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:48:00,0.97
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:49:00,8.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:50:00,12.34
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:51:00,18.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:52:00,8.13
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:53:00,4.0
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:54:00,110.55
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:55:00,28.22
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:56:00,12.5
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:57:00,17.43
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:58:00,27.58
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 02:59:00,2.48
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:00:00,26.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:01:00,16.55
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:02:00,4.95
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:03:00,12.34
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:04:00,23.33
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:05:00,14.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:06:00,29.56
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:07:00,11.3
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:08:00,22.49
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:09:00,11.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:10:00,24.87
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:11:00,17.07
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:12:00,1.91
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:13:00,1.1
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:14:00,121.31
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:15:00,0.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:16:00,2.26
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:17:00,20.75
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:18:00,16.03
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:19:00,9.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:20:00,27.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:21:00,17.55
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:22:00,21.78
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:23:00,22.71
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:24:00,11.34
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:25:00,7.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:26:00,6.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:27:00,116.98
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:28:00,8.24
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:29:00,6.22
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:30:00,26.35
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:31:00,22.71
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:32:00,1.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:33:00,8.06
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:34:00,0.67
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:35:00,133.8
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:36:00,14.29
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:37:00,24.94
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:38:00,9.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:39:00,24.49
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:40:00,29.04
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:41:00,2.65
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:42:00,23.75
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:43:00,17.7
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:44:00,14.4
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:45:00,12.62
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:46:00,23.54
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:47:00,19.18
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:48:00,24.15
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:49:00,27.09
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:50:00,18.52
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:51:00,29.41
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:52:00,18.24
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:53:00,19.1
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:54:00,16.64
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:55:00,18.99
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:56:00,21.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:57:00,16.42
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:58:00,13.53
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 03:59:00,27.31
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:00:00,8.94
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:01:00,15.71
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:02:00,20.93
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:03:00,23.89
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:04:00,13.78
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:05:00,25.26
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:06:00,16.78
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:07:00,1.99
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:08:00,1.38
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:09:00,18.62
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:10:00,64.79
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:11:00,6.27
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:12:00,17.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:13:00,10.25
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:14:00,16.12
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:15:00,13.8
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:16:00,17.54
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:17:00,12.01
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:18:00,20.93
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:19:00,141.39
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:20:00,20.9
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:21:00,12.35
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:22:00,26.23
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:23:00,15.46
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:24:00,29.19
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:25:00,18.06
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:26:00,6.72
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:27:00,24.65
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:28:00,10.35
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:29:00,10.43
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:30:00,0.95
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:31:00,16.46
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:32:00,16.03
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:33:00,10.68
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:34:00,26.83
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:35:00,3.86
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:36:00,9.9
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:37:00,9.65
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:38:00,2.77
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:39:00,14.43
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:40:00,76.17
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:41:00,15.35
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:42:00,4.71
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:43:00,125.11
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:44:00,0.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:45:00,26.05
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:46:00,2.54
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:47:00,17.92
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:48:00,87.03
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:49:00,16.1
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:50:00,27.72
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:51:00,7.08
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:52:00,22.8
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:53:00,15.94
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:54:00,21.62
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:55:00,1.87
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:56:00,4.43
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:57:00,3.99
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:58:00,131.42
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 04:59:00,25.33
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 05:00:00,22.49
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 05:01:00,0.91
cluster8,gke-cluster-1-default-pool-6261a262-j6tv,2024-04-01 05:02:00,26.02
